occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
173866,occ,35633,,16195,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wilson and Schiebout,1984,3670,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-103.162369,29.462788,US,Texas,Brewster,estimated from map,6,small collection,"Big Bend National Park; T8; prominent SE-plunging syncline W of highway, N part of Tornillo Flat; = Canoe",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",04/04/2019 14:06,04/04/2019 14:06
173890,occ,,,16198,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Gazin,1965,1618,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-108,41.75,US,Wyoming,Sweetwater and Carbon,based on political unit,2,small collection,Washakie Basin,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/04/2009 18:13
173899,occ,,,16200,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,24/01/2022 11:21
173916,occ,,,16201,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,09/03/2011 04:44
173920,occ,10229,,16202,Hyrachyus eximius,species,47274,Middle Eocene,,47.8,37.71,Hanson,1996,1782,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-120.199997,44.900002,US,Oregon,Wheeler,based on political unit,1,small collection,SW of Fossil,terrestrial indet.,,,Lutetian,-,Lutetian,Lutetian,"Lutetian, Bartonian",14/02/2003 13:05,14/02/2003 15:05
173965,occ,,,16205,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173966,occ,,,16205,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173970,occ,,,16206,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174025,occ,,,16207,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Stucky,1984,3329,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-107.333336,43.200001,US,Wyoming,Natrona,stated in text,minutes,outcrop,"near Alkali Creek in Sec. 6, T.37N., R.87W. (basis of coordinate)",fluvial-lacustrine indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,21/07/2016 08:37
174067,occ,,,16213,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Bown,1982,1115,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,"near North Mesa, Wind River Basin",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174068,occ,,,16213,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Bown,1982,1115,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,"near North Mesa, Wind River Basin",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174100,occ,,,16218,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Emry,1990,1441,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-114.099998,39,US,Nevada,White Pine,based on political unit,1,small collection,near Ely,lacustrine - small,,"""a shallow, warm, heavily vegetated, permanent, hardwater lake""",Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174101,occ,,,16218,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Emry,1990,1441,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-114.099998,39,US,Nevada,White Pine,based on political unit,1,small collection,near Ely,lacustrine - small,,"""a shallow, warm, heavily vegetated, permanent, hardwater lake""",Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174138,occ,,,16219,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,West,1973,3596,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174177,occ,,,16226,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,08/06/2012 09:12
174189,occ,,,16227,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,West and Dawson,1973,3609,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/04/2009 15:07
174259,occ,,,16228,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,outcrop,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/04/2009 15:24
174260,occ,,,16228,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,outcrop,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/04/2009 15:24
174285,occ,,,16232,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,West,1973,3596,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174293,occ,,,16234,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/07/2016 06:25
174294,occ,,,16234,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/07/2016 06:25
174306,occ,,,16235,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,07/04/2009 17:07
174337,occ,,,16239,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Robinson,1966,2921,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,,"""Sec. 14, 15, 16, T26S, R70W""",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,07/07/2016 06:50
174373,occ,,,16240,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Robinson,1966,2921,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W""",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,19/09/2016 09:55
174410,occ,,,16242,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Robinson,1966,2921,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,,"""A small tributary arroyo entering William's Creek from the west about 2 miles north of the junction of William's Creek and the Huerfano River. The locality is in the E 1/2 Sec. 1, T26S, R70W.""",terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174429,occ,,,16244,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,McGrew et al.,1959,2523,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,26/07/2016 09:46
174504,occ,,,16256,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174506,occ,,,16257,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174512,occ,,,16260,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174529,occ,,,16268,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174534,occ,,,16270,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,23/09/2016 09:04
174551,occ,,,16273,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,23/09/2016 09:04
174555,occ,,,16274,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Clyde et al.,1997,1248,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174558,occ,,,16275,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,Bridger Basin<br>county assignment uncertain,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174571,occ,,,16278,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,Henry's Fork,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,06/07/2016 06:27
174593,occ,,,16281,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Gazin,1976,1623,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,near Grizzly Buttes,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,13/07/2016 12:24
174599,occ,,,16283,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174622,occ,,,16284,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,16/03/2011 18:26
174623,occ,,,16284,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,16/03/2011 18:26
174637,occ,,,16287,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,McGrew et al.,1959,2523,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,26/07/2016 10:00
174639,occ,2741,,16288,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Alroy,2002,6294,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,Henry's Fork,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",03/06/2002 00:35,03/06/2002 02:35
174649,occ,,,16290,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Gunnell et al.,1992,1749,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Wapiti Valley,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174657,occ,,,16292,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Gunnell et al.,1992,1749,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Wapiti Valley,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174675,occ,,,16301,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174682,occ,,,16302,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174706,occ,,,16305,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174721,occ,,,16308,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174740,occ,,,16309,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174749,occ,,,16310,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174766,occ,,,16313,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174773,occ,,,16314,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174797,occ,,,16315,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174800,occ,,,16317,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174802,occ,,,16318,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174824,occ,,,16327,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174834,occ,,,16330,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174836,occ,,,16331,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
174842,occ,,,16335,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
