occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
138385,occ,,,11740,Rostriamynodon grangeri,species,116199,Middle Eocene,,47.8,37.71,Wall and Manning,1986,4180,Chordata,Mammalia,Perissodactyla,Amynodontidae,Rostriamynodon,111,40,CN,Nei Mongol,,estimated from map,degrees,,"2 miles east of Camp Margetts, Inner Mongolia, People's Republic of China",terrestrial indet.,,,Lutetian,-,Lutetian,Lutetian,"Lutetian, Bartonian",05/09/2001 05:23,05/09/2001 07:24
138749,occ,,,11798,Chilotherium,genus,43196,Tortonian,,11.63,7.246,Qi,1979,10883,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D.",fluvial-lacustrine indet.,,,Tortonian,Tortonian,Tortonian,Tortonian,Tortonian,10/09/2001 10:14,11/07/2004 04:39
138750,occ,,,11798,Aceratherium,genus,43188,Tortonian,,11.63,7.246,Qi,1979,10883,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D.",fluvial-lacustrine indet.,,,Tortonian,Tortonian,Tortonian,Tortonian,Tortonian,10/09/2001 10:14,11/07/2004 04:39
138827,occ,,,11799,Rhinoceros,genus,43222,Late Miocene,Early Pliocene,11.63,3.6,Maxson,1946,4198,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,32.866669,39.933334,TR,,,based on nearby landmark,minutes,local area,10 km southwest of Kucuk Yozgat village 40 km east of Ankara\r\nLat/Long given for Ankara,terrestrial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian, Zanclean",10/09/2001 12:27,10/09/2001 14:27
147931,occ,,,13060,Aceratherium,genus,43188,Late Miocene,,11.63,5.333,Sahni and Khare,1977,4341,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,76.666664,31.533333,IN,Himachal Pradesh,,,minutes,local area,"see map p. 190, 0.5 mi south of Ladhyani village",fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",18/01/2002 07:48,18/01/2002 09:48
150055,occ,,,13293,Rhinoceros sinensis,species,438869,Middle Pleistocene,Late Pleistocene,0.774,0.0117,Huang et al.,1988,4412,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n",terrestrial indet.,,cave deposits,Chibanian,-,Chibanian,"Chibanian, Late Pleistocene","Chibanian, Late Pleistocene",15/02/2002 13:26,16/03/2011 18:53
150928,occ,,,13472,Rhinoceros,genus,43222,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:22,25/03/2003 07:50
150929,occ,,,13472,Dicerorhinus sumatrensis,species,115833,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:22,25/03/2003 07:50
150930,occ,,,13472,Dicerorhinus,genus,43199,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:22,25/03/2003 07:50
150932,occ,,,13472,Caementodon (Caementodon) oettingenae,species,97732,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Caementodon (Caementodon),72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:32,25/03/2003 07:50
150933,occ,,,13472,Aceratherium,genus,43188,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:32,25/03/2003 07:50
150934,occ,,,13472,Chilotherium intermedium,species,433297,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:32,25/03/2003 07:50
150935,occ,,,13472,Aprotodon fatehjangense,species,432666,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aprotodon,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:32,25/03/2003 07:50
150936,occ,,,13472,Brachypotherium,genus,43194,Middle Miocene,,15.98,11.63,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype,fluvial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",28/03/2002 10:32,25/03/2003 07:50
150969,occ,,,13473,Rhinoceros,genus,43222,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 10:48,15/03/2004 17:54
150971,occ,,,13473,Caementodon (Caementodon) oettingenae,species,97732,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Caementodon (Caementodon),72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 10:48,15/03/2004 17:54
150972,occ,,,13473,Chilotherium intermedium,species,433297,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 10:48,15/03/2004 17:54
150973,occ,,,13473,Aprotodon fatehjangense,species,432666,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aprotodon,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 10:48,15/03/2004 17:54
150974,occ,,,13473,Brachypotherium,genus,43194,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 11:07,15/03/2004 17:54
151015,occ,,,13474,Rhinoceros sivalensis,species,390268,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,72.51667,33.633331,PK,Punjab,,stated in text,minutes,local area,Dhok Pathan Formation Stratotype ,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 11:26,24/03/2003 14:14
151016,occ,,,13474,Chilotherium intermedium,species,433297,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,72.51667,33.633331,PK,Punjab,,stated in text,minutes,local area,Dhok Pathan Formation Stratotype ,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 11:26,24/03/2003 14:14
151017,occ,,,13474,Brachypotherium,genus,43194,Late Miocene,,11.63,5.333,Moonen et al.,1978,6080,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,72.51667,33.633331,PK,Punjab,,stated in text,minutes,local area,Dhok Pathan Formation Stratotype ,fluvial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",28/03/2002 11:38,24/03/2003 14:14
151035,occ,,,13477,Sinotherium,genus,321848,Late Miocene,,11.63,5.333,Chow,1958,6093,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Sinotherium,115,41,CN,Shanxi,,based on nearby landmark,degrees,,"Unkown, but from the Shansi Province, collection bought off of the Provincial Medical Company of Heilungkiand, Harbin. Probably from Paote district of NW Shansi, based on ""nature of matrix"" on fossils",terrestrial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",01/04/2002 06:01,01/04/2002 08:42
151041,occ,,,13477,Chilotherium,genus,43196,Late Miocene,,11.63,5.333,Chow,1958,6093,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,115,41,CN,Shanxi,,based on nearby landmark,degrees,,"Unkown, but from the Shansi Province, collection bought off of the Provincial Medical Company of Heilungkiand, Harbin. Probably from Paote district of NW Shansi, based on ""nature of matrix"" on fossils",terrestrial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",01/04/2002 06:01,01/04/2002 08:01
151043,occ,,,13478,Elasmotherium,genus,43203,Pleistocene,,2.58,0.0117,Chow,1958,6093,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Elasmotherium,115,41,CN,Shanxi,,,degrees,,"Unknown, but thought to be form the lower Pleistocene of northern Shansi",,,,-,-,-,"Gelasian, Calabrian, Chibanian, Late Pleistocene","Gelasian, Calabrian, Chibanian, Late Pleistocene",01/04/2002 06:10,01/04/2002 08:10
151044,occ,,,13479,Elasmotherium,genus,43203,Early Pleistocene,,2.58,0.774,Chow,1958,6093,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Elasmotherium,112.753601,39.433899,CN,Shanxi,,based on political unit,4,outcrop,"Lat/long based on coordinates for Ni-ho, Shanxi, China. Fossil was collected at the original Nihowan, as noted by Teilhard de Chardin and Leroy.",,,No geological information given,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",01/04/2002 06:40,01/04/2002 08:40
151045,occ,,,13480,Elasmotherium,genus,43203,Pleistocene,Middle Pleistocene,2.58,0.129,Chow,1958,6093,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Elasmotherium,111.75,35.220001,CN,Shanxi,Pinglo,based on political unit,2,outcrop,Lat/long estimated for Changzhi,terrestrial indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian","Gelasian, Calabrian, Chibanian",01/04/2002 07:25,01/04/2002 09:25
151451,occ,,,13490,Dicerorhinus,genus,43199,Quaternary,Middle Pleistocene,2.58,0.129,Hooijer,1959,10567,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,35.599998,33,IL,,,estimated from map,1,local area,"""At the old bridge Jisr Banat Yaqub about 4 km south of Lake Huleh, at present on teh Israel-Syria frontier.""\r\nLake Huleh has since been drained and this article pre-dates Israel's anexation of the Golan Heights.",terrestrial indet.,,,-,-,-,"Gelasian, Calabrian, Chibanian","Gelasian, Calabrian, Chibanian",05/04/2002 05:32,21/05/2004 10:11
157932,occ,,,13997,Caenolophus,genus,43149,Late Eocene,Oligocene,37.71,23.03,Takai,1939,6182,Chordata,Mammalia,Perissodactyla,NO_FAMILY_SPECIFIED,Caenolophus,128.155304,40.817501,KP,Kokai-do,,based on nearby landmark,4,local area,"Lat Long Given for Hosan, North Korea",terrestrial indet.,,,-,-,-,Rupelian,"Priabonian, Rupelian, Chattian",08/05/2002 04:42,27/06/2019 15:10
157941,occ,,,13998,Dihoplus schleiermacheri,species,104212,Late Miocene,,11.63,5.333,Ozansoy,1951,6183,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,37.599998,39.383301,TR,Mugla,,based on nearby landmark,4,local area,,,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/05/2002 06:00,08/05/2002 08:00
157942,occ,,,13998,Rhinoceros,genus,43222,Late Miocene,,11.63,5.333,Ozansoy,1951,6183,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,37.599998,39.383301,TR,Mugla,,based on nearby landmark,4,local area,,,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/05/2002 06:00,08/05/2002 08:00
157943,occ,,,13998,Aceratherium,genus,43188,Late Miocene,,11.63,5.333,Ozansoy,1951,6183,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,37.599998,39.383301,TR,Mugla,,based on nearby landmark,4,local area,,,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/05/2002 06:00,08/05/2002 08:00
160747,occ,,,14150,Rhinoceros sivalensis,species,390268,Early Pleistocene,,2.58,0.774,Deraniyagala,1937,6256,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,79.816666,8.283333,LK,Sabaragamuva,,,minutes,,,,,,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",16/05/2002 12:01,01/02/2010 09:34
161140,occ,18471,,5241,Hyrachyus modestus,species,47756,Lutetian,,47.8,41.2,Portell et al.,2001,18864,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-77.916664,18.333332,JM,,St. James,,minutes,outcrop,"""near Seven Rivers""; coordinate based on Seven Rivers",estuary/bay,,"member is predominantly sandstone""estuarine/deltaic depositional environment""",Lutetian,Lutetian,Lutetian,Lutetian,Lutetian,22/09/2006 08:14,22/03/2007 15:58
168788,occ,,,15463,Hyrachyus modestus,species,47756,Wasatchian,Bridgerian,54.9,46.2,Gazin,1965,1618,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,Great Divide Basin,terrestrial indet.,,,Ypresian,-,Ypresian,Ypresian,"Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
171157,occ,,,15710,Hyrachyus modestus,species,47756,Wasatchian,,54.9,50.5,Gazin,1962,1616,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,,SE of Big Piney,terrestrial indet.,,,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,15/05/2002 00:00,15/05/2002 02:00
172100,occ,,,15839,Hyrachyus modestus,species,47756,Wasatchian,,54.9,50.5,West,1973,3596,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,15/05/2002 00:00,15/05/2002 02:00
173303,occ,,,16057,Hyrachyus,genus,43141,Wasatchian,,54.9,50.5,Harshman,1972,1803,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-105.800003,41.599998,US,Wyoming,Albany,based on political unit,1,,,terrestrial indet.,,,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,15/05/2002 00:00,15/05/2002 02:00
173305,occ,,,16059,Hyrachyus,genus,43141,Wasatchian,,54.9,50.5,Harshman,1972,1803,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-107.099998,43.200001,US,Wyoming,Natrona,based on political unit,1,,,terrestrial indet.,,,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,15/05/2002 00:00,15/05/2002 02:00
173441,occ,,,16088,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173467,occ,,,16092,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173470,occ,,,16093,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173481,occ,,,16095,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173486,occ,,,16096,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173515,occ,,,16098,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173536,occ,,,16100,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173548,occ,,,16103,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173550,occ,,,16104,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173568,occ,,,16106,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173596,occ,,,16108,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173612,occ,,,16109,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173636,occ,,,16113,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173651,occ,,,16114,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173667,occ,,,16116,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173680,occ,,,16121,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173682,occ,,,16123,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173699,occ,,,16129,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173702,occ,,,16131,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173705,occ,,,16132,Hyrachyus,genus,43141,Bridgerian,,50.5,46.2,Gunnell,1998,1737,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173713,occ,,,16135,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Bown,1982,1115,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173723,occ,2541,,16136,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",03/06/2002 00:35,03/06/2002 02:35
173770,occ,,,16138,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Eaton,1982,1404,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Carter Mountain,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173855,occ,,,16193,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
173856,occ,2559,,16193,Hyrachyus eximius,species,47274,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",03/06/2002 00:35,03/06/2002 02:35
173862,occ,,,16194,Hyrachyus modestus,species,47756,Bridgerian,,50.5,46.2,Wood,1934,3744,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,,terrestrial indet.,,,Ypresian,-,Ypresian,"Ypresian, Lutetian","Ypresian, Lutetian",15/05/2002 00:00,15/05/2002 02:00
